0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.116605451412896400e+03 5.116585195911950905e+03 2.014490445080519346e-02 1.105965068095619922e-04
1.033341592975374468e+01 8.223406071845186460e+00 1.807676759569695202e+00 3.023330983388504145e-01
8.331810433493952587e+03 8.322865965152142962e+03 8.943656385735874181e+00 8.119560718083372337e-04
5.243298161927348211e+00 3.261138802842100226e+00 1.589382439481902942e+00 3.927769196033409349e-01
1.739743693836939201e+03 1.734401832726642851e+03 5.339799553919099218e+00 2.061556379428891063e-03
1.453351282669333600e+01 8.860579733727988128e+00 2.317551573342030213e+00 3.355381519623350961e+00
2.321544432881891282e+02 2.136871074091903324e+02 1.846133663147924864e+01 5.999247519229365319e-03
2.129793493036199692e+01 1.308286348936795029e+01 2.445615956182691786e+00 5.769455484811365942e+00
2.317866333794341358e+02 2.073274205931861331e+02 2.444794718643877829e+01 1.126559980950622882e-02
2.761780980017902820e+01 1.653850564966444736e+01 3.318052041146118736e+00 7.761252109368470542e+00
6.979206143998570155e+01 3.857678251010137416e+01 3.119763637288447455e+01 1.764255699997512028e-02
2.695868601531304520e+01 1.495576426062710240e+01 3.618392216108733184e+00 8.384529538577259800e+00
3.864774818111624199e+01 2.532144491423789745e+01 1.329412091660200623e+01 3.218235027641490331e-02
3.235290324246582827e+01 2.032340513054006692e+01 3.823592173032674513e+00 8.205905938893078400e+00
2.709814035475389460e+01 1.464816868046174037e+01 1.240824526585696397e+01 4.172640843516373793e-02
3.791206097240852557e+01 2.086924246506435310e+01 3.971713092801542722e+00 1.307110541454261821e+01
3.210527819341682232e+01 1.508759766239565714e+01 1.698155723413383811e+01 3.612329688736670708e-02
3.590496539313554791e+01 1.601615131096558287e+01 3.793500928277675044e+00 1.609531315389231310e+01
4.059498860692953315e+01 1.367880303570202472e+01 2.675653669309516047e+01 1.596488781323189277e-01
4.910711429662669048e+01 1.912902409723221453e+01 3.764019284326850734e+00 2.621407091506762299e+01
6.612013348210604136e+01 1.598547001948079682e+01 4.987217061455000078e+01 2.624928480751455018e-01
6.301192416727911905e+01 2.215946075082590383e+01 3.695156177348680515e+00 3.715730723910456135e+01
1.013864717704329621e+02 1.638703082547434420e+01 8.482109429489254637e+01 1.783466500658162923e-01
4.470003831375791492e+01 1.426618954412557905e+01 3.502887577054267787e+00 2.693096119257807786e+01
1.365696977686339153e+02 1.931747940578286205e+01 1.169553428298929418e+02 2.968755329583565028e-01
5.918893813635321521e+01 1.834063075624044004e+01 3.196770157658478162e+00 3.765153722245450751e+01
1.389464054682821370e+02 1.986762227592404528e+01 1.188946700947395243e+02 1.841130976186175217e-01
5.307806610632561473e+01 1.512507916713722089e+01 3.081779912026861634e+00 3.487120702716149623e+01
9.720236914387476190e+01 1.715982799552193327e+01 7.983154756632791305e+01 2.109935820249150551e-01
5.716926913430924628e+01 2.404261031180566732e+01 2.753097225358771993e+00 3.037356159714497039e+01
6.771363359043030528e+01 1.464506486221680071e+01 5.284565896735231405e+01 2.229097608612534143e-01
9.042163146004504881e+01 3.597964514934133007e+01 2.988817155621704469e+00 5.145316915508237798e+01
5.803605642375288909e+01 1.269408664305150225e+01 4.493311553302265082e+01 4.088542476787551672e-01
5.482226728558146789e+01 2.104578818460840139e+01 3.264525685167209978e+00 3.051195341580584852e+01
5.590556545539248390e+01 1.379478925638031939e+01 4.162756940936117189e+01 4.832067896509119609e-01
3.812746735522232910e+01 1.291756902995627065e+01 3.064210175892956300e+00 2.214568814937315366e+01
6.986256812544203854e+01 1.434767494437190116e+01 5.503961043913775342e+01 4.752827419323256697e-01
2.989988581760938402e+01 9.816502048805627823e+00 2.764857653716820796e+00 1.731852611508696427e+01
8.542754628333754852e+01 1.827216041014666459e+01 6.668909322363411718e+01 4.662926495566125373e-01
2.670137914983491711e+01 8.592095903237600751e+00 2.773034156430969510e+00 1.533624909016633531e+01
1.011586359034858873e+02 2.056064419380506081e+01 8.013582569818535717e+01 4.621660114955059018e-01
1.878291781128460514e+01 6.182335655961901821e+00 2.221774573796995167e+00 1.037880758152573613e+01
7.817366709547327730e+01 1.756528381219741775e+01 6.007708307943769910e+01 5.313002038382925729e-01
1.100449332570714311e+01 3.800130729664156881e+00 1.614828202755875575e+00 5.589534393287122427e+00
5.337461876378038284e+01 1.252226920507364838e+01 4.028591158216585910e+01 5.664379765408696921e-01
1.577322130304439263e+01 4.739516866161984865e+00 1.553316439476680744e+00 9.480387997405722800e+00
4.238460097910720492e+01 9.260644694746645200e+00 3.248854358805437670e+01 6.354126963062787237e-01
2.197823779105392461e+01 6.635123818986959243e+00 1.756530602984059275e+00 1.358658336908283815e+01
3.348381619042067570e+01 7.043998096660260444e+00 2.569547673342631455e+01 7.443413603340198748e-01
1.481790713497069412e+01 4.434650295933923125e+00 1.595276239424336051e+00 8.787980599612430055e+00
2.350435441641781154e+01 5.355612510854528274e+00 1.734190781162557471e+01 8.068340939377459664e-01
1.457818373755048746e+01 3.732499645645377839e+00 1.795197102426530966e+00 9.050486989478578437e+00
1.631872445971239216e+01 4.101384494889273924e+00 1.122558866680103762e+01 9.917512980220821728e-01
1.477343856936487576e+01 3.674673022883309770e+00 2.121798912585022734e+00 8.976966633896545034e+00
1.302806100374959897e+01 3.283649288389962617e+00 8.471369581075078870e+00 1.273042134284562144e+00
1.717162180124989845e+01 4.982487881595940138e+00 1.929681050690899680e+00 1.025945286896302022e+01
1.731635733147610878e+01 3.403778554858964966e+00 1.234184580716937418e+01 1.570732969447772742e+00
1.723706292691983677e+01 4.993906410034602672e+00 2.213212961278718804e+00 1.002994355560648998e+01
1.731999506445855275e+01 3.612722985924635477e+00 1.181644149714932901e+01 1.890830581384556952e+00
1.606054691476366969e+01 4.331189734610933151e+00 2.373063447058924691e+00 9.356293733093776765e+00
1.546030762998118036e+01 3.620273769958364696e+00 9.617218994852361647e+00 2.222814865170434917e+00
1.997151599400311994e+01 4.731241203461747702e+00 2.131013885463998836e+00 1.310926090507737030e+01
1.377577341325819837e+01 3.246236365606090413e+00 8.065852114488533786e+00 2.463684933163575952e+00
1.757216433863598937e+01 4.109375793943808475e+00 1.945300574950100225e+00 1.151748796974204048e+01
1.258350258905939967e+01 2.876229600350003413e+00 7.226281721810631886e+00 2.480991266898771919e+00
1.515202567818669444e+01 3.318906165670728381e+00 1.778255416403777378e+00 1.005486409611219045e+01
1.119241527749093379e+01 2.517042196639036167e+00 6.274415146241135055e+00 2.400957934610780775e+00
1.180705792119128184e+01 2.423430129521545684e+00 1.764200900763516655e+00 7.619426890906231264e+00
1.175923770658794787e+01 2.336605630957662605e+00 7.274593183911497896e+00 2.148038891718789145e+00
1.042582106043580481e+01 2.173317174164801635e+00 1.875372713808062475e+00 6.377131172462954467e+00
1.011414712763573753e+01 2.178375298517044811e+00 6.045231333463823020e+00 1.890540495654875919e+00
1.076945689558024100e+01 2.221178971984174133e+00 1.793963378539964015e+00 6.754314545056106844e+00
8.733057383368258542e+00 2.126395455794304112e+00 4.934199672175295426e+00 1.672462255398685427e+00
9.396379053765565814e+00 1.904305239254351800e+00 1.632456505334558550e+00 5.859617309176652356e+00
8.521242146533314354e+00 2.212683813854050552e+00 4.779935715784340289e+00 1.528622616894930397e+00
8.012977906591698840e+00 1.775743799836993597e+00 1.466681923847371394e+00 4.770552182907342953e+00
7.994501837949012923e+00 2.254077940370406097e+00 4.328287101144537630e+00 1.412136796434078523e+00
6.672435610271771012e+00 1.426148162027674804e+00 1.192085596987890961e+00 4.054201851256213907e+00
6.347732634822398801e+00 2.018516748345806633e+00 3.086186000466722756e+00 1.243029886009880070e+00
7.827934876204048820e+00 1.557905916594939155e+00 1.037079144079031234e+00 5.232949815530072435e+00
5.263391115948947707e+00 1.694254387905177683e+00 2.476792116530355248e+00 1.092344611513415442e+00
6.946777632321940565e+00 1.316086377262349671e+00 9.691532794682730101e-01 4.661537975591311778e+00
4.686381586177621905e+00 1.473398812737267471e+00 2.245048291047806455e+00 9.679344823925500885e-01
8.216397803998633620e+00 1.302722992439165894e+00 8.979078057169731508e-01 6.015767005842510784e+00
4.639768973862762991e+00 1.287026886963624772e+00 2.492766497513442925e+00 8.599755893856898536e-01
9.610652027969827316e+00 1.446551348960257721e+00 7.641748063296570637e-01 7.399925872679919081e+00
5.175068900093246604e+00 1.150129324295122935e+00 3.286069786850553509e+00 7.388697889475731584e-01
7.577622816355915170e+00 9.367721923560804465e-01 5.989164057745564040e-01 6.041934218225262221e+00
4.708295248690870238e+00 1.079938918028271022e+00 3.006168071486215343e+00 6.221882591763846504e-01
1.024598920417479242e+01 1.175996429467495386e+00 5.964059486345777428e-01 8.473586826072725842e+00
5.466504379786392143e+00 1.059492899752859207e+00 3.873716165708664949e+00 5.332953143248642114e-01
1.128238758621961324e+01 1.354978027526498874e+00 6.698569949033825743e-01 9.257552563789735345e+00
5.375223987320499219e+00 9.661149451575886671e-01 3.975905363112195889e+00 4.332036790506992308e-01
1.019093001651314445e+01 1.156185542246538356e+00 7.233742551331648896e-01 8.311370219133456416e+00
3.420027606229397055e+00 9.048684060990155320e-01 2.206992809582462467e+00 3.081663905479126719e-01
