0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.442834560133747073e+04 1.442833496200049740e+04 1.063933389041890783e-02 7.897851721259456709e-38
2.000000000000000000e+00 4.494171190957853668e+01 3.444826351630434402e+01 1.049344839327435253e+01 1.534020177151601779e-33
3.000000000000000000e+00 2.118012398750564898e+04 2.113193383458266908e+04 4.819015292331655331e+01 3.928048361235530111e-36
4.000000000000000000e+00 1.131083057737939868e+01 5.725490631987046442e+00 5.585339945392444605e+00 3.244263198158629801e-33
5.000000000000000000e+00 1.210014380908066187e+03 1.191620243761677557e+03 1.839413714637684549e+01 3.763264188239651257e-35
6.000000000000000000e+00 2.650636005065753054e+01 2.170854761119544918e+01 4.797812439462179057e+00 2.646407379910295013e-33
7.000000000000000000e+00 1.147918267718033121e+03 1.116084522922407814e+03 3.183374479563474679e+01 4.054703648616383451e-35
8.000000000000000000e+00 1.117693085951620979e+01 6.134056124426746415e+00 5.042874735089473148e+00 3.768953948121803260e-32
9.000000000000000000e+00 6.807939078069580319e+02 6.648143013081624986e+02 1.597960649880716133e+01 1.071763967436450253e-34
1.000000000000000000e+01 2.367116081505866632e+01 1.965940013961985500e+01 4.011760675439112411e+00 6.813556319576170499e-33
1.100000000000000000e+01 9.088313993831260973e+01 3.438691377758966894e+01 5.649622616072216630e+01 1.066173014606467467e-34
1.200000000000000000e+01 7.941001451890691953e+00 6.042668942857252645e+00 1.898332509033232363e+00 1.202328991483898494e-31
1.300000000000000000e+01 7.438774077710603194e+01 5.622413973230591466e+01 1.816360104480102322e+01 1.642198593679878183e-34
1.400000000000000000e+01 4.558137487558673229e+01 4.312278621451326188e+01 2.458588661073914494e+00 5.951232866871222038e-32
1.500000000000000000e+01 5.401922393971550918e+01 2.260350100362160575e+01 3.141572293609395317e+01 1.989556630189289709e-34
1.600000000000000000e+01 3.640753799788546274e+01 3.386526230707229956e+01 2.542275690812660027e+00 8.065410866554553170e-31
1.700000000000000000e+01 9.272046172178563950e+01 3.489718492136653794e+01 5.782327680042119056e+01 2.182422324257897468e-34
1.800000000000000000e+01 2.000713838514876741e+01 1.650258333975764558e+01 3.504555045391026802e+00 9.301426909905445622e-32
1.900000000000000000e+01 1.083379308486295258e+02 3.502202705185292331e+01 7.331590379677690805e+01 2.835374703120277269e-33
2.000000000000000000e+01 1.600490576685466948e+01 1.254769516688418207e+01 3.457210599970670817e+00 1.091777894893323057e-31
2.100000000000000000e+01 1.321152609760300720e+02 4.398426278188726712e+01 8.813099819414304648e+01 5.084214901572432999e-34
2.200000000000000000e+01 2.713837580757046197e+01 2.317864737120600083e+01 3.959728436364198245e+00 7.900055078412511365e-32
2.300000000000000000e+01 2.895309479607847720e+02 4.859957966383585415e+01 2.409313682969445551e+02 1.522555864586655828e-33
2.400000000000000000e+01 1.850132430031645470e+01 1.438090543145128208e+01 4.120418868865478146e+00 1.753127825635177723e-31
2.500000000000000000e+01 3.099630376078461040e+02 6.080786240480548344e+01 2.491551752030389082e+02 1.496699269673214601e-33
2.600000000000000000e+01 2.345151221166904776e+01 1.961610653466859588e+01 3.835405677001000768e+00 2.192457472445258810e-31
2.700000000000000000e+01 3.235991188978977675e+02 5.973564894348119481e+01 2.638634699544209639e+02 2.615479289560942702e-33
2.800000000000000000e+01 2.293667005833930617e+01 1.802154023424254348e+01 4.915129824097042466e+00 1.904649499641034095e-31
2.900000000000000000e+01 2.874350324585878980e+02 6.550070193870854496e+01 2.219343305198742655e+02 2.512053632671579500e-33
3.000000000000000000e+01 1.846447545256696898e+01 1.485666242333290299e+01 3.607813029234161029e+00 2.452890052672311255e-32
3.100000000000000000e+01 2.095288548609568409e+02 3.903207812724586745e+01 1.704967767337116129e+02 1.710078828078181568e-33
3.200000000000000000e+01 1.367609029906767226e+01 1.107575321689243886e+01 2.600337082175515402e+00 1.819472530624364036e-31
3.300000000000000000e+01 1.674880772441220529e+02 4.463526304989167670e+01 1.228528141942280598e+02 6.878907646207342145e-33
3.400000000000000000e+01 8.019207971655086808e+00 4.678614681064898306e+00 3.340593290590160080e+00 1.864765458170515007e-31
3.500000000000000000e+01 1.140625672822464196e+02 4.281844009909619331e+01 7.124412718314906101e+01 3.256168394333143245e-33
3.600000000000000000e+01 8.263324828891004614e+00 4.812484062712276689e+00 3.450840766178665753e+00 1.362307658327424850e-31
3.700000000000000000e+01 1.390508924642802810e+02 2.847694776574056164e+01 1.105739446985431300e+02 7.157423224584264881e-33
3.800000000000000000e+01 1.202327798010814419e+01 9.058614113924507549e+00 2.964663866183619323e+00 2.011725301342076121e-31
3.900000000000000000e+01 2.018944125546617556e+02 4.427061131827698404e+01 1.576238012363848782e+02 3.021913940830408292e-33
4.000000000000000000e+01 6.234487362005539879e+00 3.640769671405983843e+00 2.593717690599532943e+00 6.140232170724953116e-32
4.100000000000000000e+01 3.524639992076402564e+02 6.460465347715471296e+01 2.878593457304841081e+02 2.725522103768854542e-33
4.200000000000000000e+01 7.026586485781868063e+00 4.527604919132913075e+00 2.498981566649054908e+00 1.334150131721269956e-31
4.300000000000000000e+01 3.386176251906488801e+02 7.227541036833603982e+01 2.663422148223102113e+02 1.879341658203806966e-33
4.400000000000000000e+01 6.490956121643117527e+00 3.866082181073029478e+00 2.624873940570032538e+00 5.021310809562412279e-32
4.500000000000000000e+01 2.696182929380837550e+02 5.664898867323044840e+01 2.129693042648495691e+02 3.461248360251441044e-33
4.600000000000000000e+01 7.270551991670195946e+00 5.532775809034364833e+00 1.737776182635746958e+00 1.641069651422657574e-31
