0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 6.025623548482511193e+06 6.023379085951160640e+06 2.244462515359392910e+03 0.000000000000000000e+00
2.000000000000000000e+00 2.864676019559548422e+03 2.472228669201897233e+01 2.839953732854151895e+03 1.582343667653296582e-31
3.000000000000000000e+00 8.408023818053184077e+06 8.405948318326238543e+06 2.075499700000224493e+03 1.581550419824905629e-31
4.000000000000000000e+00 9.209153727323979838e+05 8.277972841479833005e+05 9.311808858486547251e+04 1.522012261336321604e-28
5.000000000000000000e+00 5.103205966362599866e+05 1.439885566378709336e+05 3.663320399984555552e+05 9.045410854759000604e-30
6.000000000000000000e+00 1.926112921793991700e+05 1.185650731450704188e+05 7.404621903429606755e+04 1.945164108529544974e-29
7.000000000000000000e+00 1.514029136190654151e+07 1.470679207575595751e+07 4.334992861513196258e+05 2.696817157612455806e-30
8.000000000000000000e+00 3.149740288271673489e+05 2.719552214028505259e+05 4.301880742428728263e+04 9.809434432017462625e-29
9.000000000000000000e+00 1.750955086816268787e+07 1.709844518976011127e+07 4.111056784038320184e+05 2.993092649691822146e-30
1.000000000000000000e+01 9.303382283657543303e+04 6.427679448538253200e+04 2.875702835118213261e+04 1.009386796171434424e-28
1.100000000000000000e+01 4.322751797610567883e+06 4.062391824705460574e+06 2.603599729050260503e+05 1.575161539228491110e-30
1.200000000000000000e+01 7.236400054967495380e+05 6.520022906293488340e+05 7.163771486744959839e+04 3.151145108844316095e-28
1.300000000000000000e+01 1.228886905449234415e+06 9.574554402392826742e+05 2.714314652098891675e+05 2.101856517671670702e-29
1.400000000000000000e+01 1.497405621310268762e+05 1.196634178939661797e+05 3.007714423706294474e+04 2.429924024738492220e-29
1.500000000000000000e+01 1.296326147682004375e+06 9.905686740144118667e+05 3.057574736675508902e+05 1.575415585340099608e-29
1.600000000000000000e+01 1.992942855720713560e+05 1.631046880113973166e+05 3.618959756067326089e+04 2.043119927668726745e-27
1.700000000000000000e+01 8.520276943309425842e+05 5.266933245020804461e+05 3.253343698288268643e+05 1.441441912866842904e-29
1.800000000000000000e+01 7.322441895155738166e+04 4.981197022185935202e+04 2.341244872969888820e+04 1.464372377454585234e-28
1.900000000000000000e+01 5.660042854770137928e+05 3.339277966449818923e+05 2.320764888320788450e+05 1.048820030562987476e-29
2.000000000000000000e+01 1.627230005164563423e+06 1.565275374078147579e+06 6.195463108630705392e+04 8.848600361769025037e-28
2.100000000000000000e+01 1.399763510933825281e+06 4.158348227922662627e+05 9.839286881414474919e+05 1.111629499476339648e-29
2.200000000000000000e+01 8.465792453537501569e+04 5.989821784495946486e+04 2.475970669041434303e+04 8.603160265737149430e-29
2.300000000000000000e+01 9.370872766636132728e+05 7.286413720623053377e+05 2.084459046013326733e+05 1.012215578145414308e-29
2.400000000000000000e+01 8.390014329152147984e+05 7.900012216263432056e+05 4.900021128866347135e+04 1.257034998266494437e-27
2.500000000000000000e+01 2.867313248654209310e+05 1.161379457498506526e+05 1.705933791155791841e+05 1.790909668199520636e-29
2.600000000000000000e+01 1.480530864090993127e+05 1.238596057482331089e+05 2.419348066087545158e+04 3.556741439884902078e-29
2.700000000000000000e+01 3.493216296755348449e+05 2.262882928051365889e+05 1.230333368703947635e+05 8.906019860211488279e-30
2.800000000000000000e+01 1.025118036214751337e+05 7.555165977656103496e+04 2.696014384492143290e+04 9.794236879274544378e-29
2.900000000000000000e+01 1.688651364843036572e+05 1.233450823515030352e+05 4.552005413279420463e+04 2.235129321075541505e-29
3.000000000000000000e+01 1.157425529326602264e+05 8.758832324853696628e+04 2.815422968412540649e+04 1.231893260638764235e-28
3.100000000000000000e+01 1.713002618746194930e+05 9.444977111131956917e+04 7.685049076331495598e+04 1.840115925853420529e-29
